264277 268373 0.12
264277 272469 0.12
264277 280661 0.08
264277 297045 0.08
264277 789521 0.08
268373 276565 0.16
268373 284757 0.04
268373 301141 0.04
268373 793617 0.04
272469 276565 0.16
272469 288853 0.04
272469 305237 0.04
272469 797713 0.04
280661 264277 0.04
280661 284757 0.08
280661 288853 0.08
280661 313429 0.12
280661 805905 0.08
280661 805973 0.04
280695 264277 0.04
280695 280661 0.08
280695 284791 0.08
280695 288887 0.08
280695 313463 0.08
280695 313599 0.04
280695 350583 0.04
280695 420471 0.04
280695 805939 0.08
280695 806007 0.04
284757 268373 0.08
284757 280661 0.04
284757 292949 0.12
284757 317525 0.08
284757 810001 0.04
284757 810069 0.04
284791 268373 0.08
284791 284757 0.04
284791 292983 0.12
284791 317559 0.04
284791 317695 0.04
284791 350583 0.04
284791 424567 0.04
284791 810035 0.04
284791 810103 0.04
288853 272469 0.08
288853 280661 0.04
288853 292949 0.12
288853 321621 0.08
288853 814097 0.04
288853 814165 0.04
288887 272469 0.08
288887 288853 0.04
288887 292983 0.12
288887 321655 0.04
288887 321791 0.04
288887 358775 0.04
288887 420471 0.04
288887 814131 0.04
288887 814199 0.04
292949 276565 0.12
292949 284757 0.04
292949 288853 0.04
292949 325717 0.04
292949 818261 0.04
292983 276565 0.12
292983 325887 0.04
292983 358775 0.04
292983 424567 0.04
292983 818295 0.04
297045 264277 0.04
297045 301141 0.08
297045 305237 0.08
297045 313429 0.12
297045 822289 0.08
297045 822357 0.04
297181 264277 0.04
297181 297045 0.08
297181 301277 0.08
297181 305373 0.08
297181 313565 0.08
297181 313599 0.04
297181 367069 0.04
297181 436957 0.04
297181 822425 0.08
297181 822493 0.04
301141 268373 0.08
301141 297045 0.04
301141 309333 0.12
301141 317525 0.08
301141 826385 0.04
301141 826453 0.04
301277 268373 0.08
301277 301141 0.04
301277 309469 0.12
301277 317661 0.04
301277 317695 0.04
301277 367069 0.04
301277 441053 0.04
301277 826521 0.04
301277 826589 0.04
305237 272469 0.08
305237 297045 0.04
305237 309333 0.12
305237 321621 0.08
305237 830481 0.04
305237 830549 0.04
305373 272469 0.08
305373 305237 0.04
305373 309469 0.12
305373 321757 0.04
305373 321791 0.04
305373 375261 0.04
305373 436957 0.04
305373 830617 0.04
305373 830685 0.04
309333 276565 0.12
309333 301141 0.04
309333 305237 0.04
309333 325717 0.04
309333 834645 0.04
309469 276565 0.12
309469 325887 0.04
309469 375261 0.04
309469 441053 0.04
309469 834781 0.04
313429 280661 0.04
313429 297045 0.04
313429 317525 0.04
313429 321621 0.04
313429 838673 0.08
313429 838741 0.08
313463 280695 0.04
313463 297045 0.04
313463 313429 0.08
313463 313599 0.04
313463 317559 0.04
313463 321655 0.04
313463 383351 0.04
313463 453239 0.04
313463 838707 0.08
313463 838775 0.08
313565 280661 0.04
313565 297181 0.04
313565 313429 0.08
313565 313599 0.04
313565 317661 0.04
313565 321757 0.04
313565 383453 0.04
313565 453341 0.04
313565 838809 0.08
313565 838877 0.08
313599 280695 0.04
313599 297181 0.04
313599 313463 0.08
313599 313565 0.08
313599 317695 0.04
313599 321791 0.04
313599 383487 0.08
313599 453375 0.08
313599 838843 0.08
313599 838911 0.08
317525 284757 0.08
317525 301141 0.08
317525 313429 0.08
317525 325717 0.08
317525 842769 0.04
317525 842837 0.08
317559 284791 0.08
317559 301141 0.08
317559 313463 0.04
317559 317525 0.04
317559 317695 0.04
317559 325751 0.08
317559 383351 0.04
317559 457335 0.04
317559 842803 0.04
317559 842871 0.08
317661 284757 0.08
317661 301277 0.08
317661 313565 0.04
317661 317525 0.04
317661 317695 0.04
317661 325853 0.08
317661 383453 0.04
317661 457437 0.04
317661 842905 0.04
317661 842973 0.08
317695 284791 0.08
317695 301277 0.08
317695 317559 0.04
317695 317661 0.04
317695 325887 0.08
317695 383487 0.08
317695 457471 0.08
317695 842939 0.04
317695 843007 0.08
321621 288853 0.08
321621 305237 0.08
321621 313429 0.08
321621 325717 0.08
321621 846865 0.04
321621 846933 0.08
321655 288887 0.08
321655 305237 0.08
321655 313463 0.04
321655 321621 0.04
321655 321791 0.04
321655 325751 0.08
321655 391543 0.04
321655 453239 0.04
321655 846899 0.04
321655 846967 0.08
321757 288853 0.08
321757 305373 0.08
321757 313565 0.04
321757 321621 0.04
321757 321791 0.04
321757 325853 0.08
321757 391645 0.04
321757 453341 0.04
321757 847001 0.04
321757 847069 0.08
321791 288887 0.08
321791 305373 0.08
321791 321655 0.04
321791 321757 0.04
321791 325887 0.08
321791 391679 0.08
321791 453375 0.08
321791 847035 0.04
321791 847103 0.08
325717 292949 0.12
325717 309333 0.12
325717 317525 0.08
325717 321621 0.08
325717 851029 0.08
325751 292983 0.12
325751 309333 0.12
325751 317559 0.04
325751 321655 0.04
325751 325887 0.04
325751 391543 0.04
325751 457335 0.04
325751 851063 0.08
325853 292949 0.12
325853 309469 0.12
325853 317661 0.04
325853 321757 0.04
325853 325887 0.04
325853 391645 0.04
325853 457437 0.04
325853 851165 0.08
325887 292983 0.12
325887 309469 0.12
325887 391679 0.08
325887 457471 0.08
325887 851199 0.08
334165 268373 0.08
334165 342357 0.12
334165 350549 0.04
334165 350583 0.04
334165 366933 0.04
334165 367069 0.04
334165 473941 0.04
334165 859409 0.04
334165 859477 0.04
342357 276565 0.08
342357 358775 0.04
342357 375261 0.04
342357 473941 0.04
342357 867669 0.04
350549 280661 0.04
350549 284757 0.04
350549 334165 0.04
350549 350583 0.04
350549 358741 0.08
350549 383317 0.08
350549 383453 0.04
350549 490325 0.04
350549 875793 0.04
350549 875861 0.08
350583 284791 0.04
350583 334165 0.04
350583 350549 0.04
350583 358775 0.08
350583 383351 0.04
350583 383487 0.08
350583 490359 0.08
350583 875827 0.04
350583 875895 0.08
358741 288853 0.04
358741 292949 0.04
358741 342357 0.08
358741 350549 0.04
358741 358775 0.04
358741 391509 0.04
358741 391645 0.04
358741 490325 0.04
358741 884053 0.08
358775 292983 0.04
358775 342357 0.08
358775 391679 0.08
358775 490359 0.08
358775 884087 0.08
366933 297045 0.04
366933 301141 0.04
366933 334165 0.04
366933 367069 0.04
366933 375125 0.08
366933 383317 0.08
366933 383351 0.04
366933 506709 0.04
366933 892177 0.04
366933 892245 0.08
367069 301277 0.04
367069 334165 0.04
367069 366933 0.04
367069 375261 0.08
367069 383453 0.04
367069 383487 0.08
367069 506845 0.08
367069 892313 0.04
367069 892381 0.08
375125 305237 0.04
375125 309333 0.04
375125 342357 0.08
375125 366933 0.04
375125 375261 0.04
375125 391509 0.04
375125 391543 0.04
375125 506709 0.04
375125 900437 0.08
375261 309469 0.04
375261 342357 0.08
375261 391679 0.08
375261 506845 0.08
375261 900573 0.08
383317 313429 0.08
383317 350549 0.04
383317 366933 0.04
383317 383351 0.04
383317 383453 0.04
383317 391509 0.04
383317 523093 0.04
383317 908561 0.04
383317 908629 0.12
383351 313463 0.04
383351 350583 0.04
383351 366933 0.04
383351 383317 0.04
383351 383487 0.08
383351 391543 0.04
383351 523127 0.08
383351 908595 0.04
383351 908663 0.12
383453 313565 0.04
383453 350549 0.04
383453 367069 0.04
383453 383317 0.04
383453 383487 0.08
383453 391645 0.04
383453 523229 0.08
383453 908697 0.04
383453 908765 0.12
383487 350583 0.04
383487 367069 0.04
383487 383351 0.04
383487 383453 0.04
383487 391679 0.04
383487 523263 0.12
383487 908731 0.04
383487 908799 0.12
391509 321621 0.08
391509 358741 0.08
391509 375125 0.08
391509 383317 0.08
391509 391543 0.04
391509 391645 0.04
391509 523093 0.04
391509 916821 0.12
391543 321655 0.04
391543 358775 0.08
391543 375125 0.08
391543 383351 0.04
391543 391679 0.08
391543 523127 0.08
391543 916855 0.12
391645 321757 0.04
391645 358741 0.08
391645 375261 0.08
391645 383453 0.04
391645 391679 0.08
391645 523229 0.08
391645 916957 0.12
391679 358775 0.08
391679 375261 0.08
391679 523263 0.12
391679 916991 0.12
404053 272469 0.08
404053 408149 0.12
404053 420437 0.04
404053 420471 0.04
404053 436821 0.04
404053 436957 0.04
404053 473941 0.04
404053 929297 0.04
404053 929365 0.04
408149 276565 0.08
408149 424567 0.04
408149 441053 0.04
