838657 838673 0.16
838657 838689 0.04
838657 838721 0.04
838657 838785 0.04
838657 978432 0.04
838689 838657 0.04
838689 838705 0.12
838689 838753 0.08
838689 838817 0.08
838689 978464 0.04
838689 978465 0.04
838691 838657 0.04
838691 838689 0.04
838691 838707 0.12
838691 838755 0.04
838691 838759 0.04
838691 838819 0.04
838691 838827 0.04
838691 908595 0.04
838691 978466 0.04
838691 978467 0.04
838705 838673 0.08
838705 838689 0.04
838705 838769 0.04
838705 838833 0.04
838705 978481 0.04
838707 838673 0.08
838707 838775 0.04
838707 838843 0.04
838707 908595 0.04
838707 978483 0.04
838721 838657 0.04
838721 838737 0.12
838721 838753 0.08
838721 838849 0.08
838721 978496 0.04
838721 978497 0.04
838725 838657 0.04
838725 838721 0.04
838725 838741 0.12
838725 838757 0.04
838725 838759 0.04
838725 838853 0.04
838725 838861 0.04
838725 908629 0.04
838725 978500 0.04
838725 978501 0.04
838737 838673 0.08
838737 838721 0.04
838737 838769 0.04
838737 838865 0.04
838737 978513 0.04
838741 838673 0.08
838741 838775 0.04
838741 838877 0.04
838741 908629 0.04
838741 978517 0.04
838753 838689 0.04
838753 838721 0.04
838753 838769 0.08
838753 838881 0.12
838753 978528 0.04
838753 978529 0.08
838755 838691 0.04
838755 838721 0.04
838755 838753 0.04
838755 838759 0.04
838755 838771 0.08
838755 838883 0.08
838755 838891 0.04
838755 908659 0.04
838755 978530 0.04
838755 978531 0.08
838757 838689 0.04
838757 838725 0.04
838757 838753 0.04
838757 838759 0.04
838757 838773 0.08
838757 838885 0.08
838757 838893 0.04
838757 908661 0.04
838757 978532 0.04
838757 978533 0.08
838759 838691 0.04
838759 838725 0.04
838759 838755 0.04
838759 838757 0.04
838759 838775 0.08
838759 838887 0.04
838759 838895 0.08
838759 908663 0.08
838759 978534 0.04
838759 978535 0.08
838769 838705 0.08
838769 838737 0.08
838769 838753 0.08
838769 838897 0.08
838769 978545 0.08
838771 838707 0.08
838771 838737 0.08
838771 838755 0.04
838771 838775 0.04
838771 838899 0.04
838771 838907 0.04
838771 908659 0.04
838771 978547 0.08
838773 838705 0.08
838773 838741 0.08
838773 838757 0.04
838773 838775 0.04
838773 838901 0.04
838773 838909 0.04
838773 908661 0.04
838773 978549 0.08
838775 838707 0.08
838775 838741 0.08
838775 838911 0.08
838775 908663 0.08
838775 978551 0.08
838785 838657 0.04
838785 838801 0.12
838785 838817 0.08
838785 838849 0.08
838785 978560 0.04
838785 978561 0.04
838793 838657 0.04
838793 838785 0.04
838793 838809 0.12
838793 838825 0.04
838793 838827 0.04
838793 838857 0.04
838793 838861 0.04
838793 908697 0.04
838793 978568 0.04
838793 978569 0.04
838801 838673 0.08
838801 838785 0.04
838801 838833 0.04
838801 838865 0.04
838801 978577 0.04
838809 838673 0.08
838809 838843 0.04
838809 838877 0.04
838809 908697 0.04
838809 978585 0.04
838817 838689 0.04
838817 838785 0.04
838817 838833 0.08
838817 838881 0.12
838817 978592 0.04
838817 978593 0.08
838819 838691 0.04
838819 838785 0.04
838819 838817 0.04
838819 838827 0.04
838819 838835 0.08
838819 838883 0.08
838819 838887 0.04
838819 908723 0.04
838819 978594 0.04
838819 978595 0.08
838825 838689 0.04
838825 838793 0.04
838825 838817 0.04
838825 838827 0.04
838825 838841 0.08
838825 838889 0.08
838825 838893 0.04
838825 908729 0.04
838825 978600 0.04
838825 978601 0.08
838827 838691 0.04
838827 838793 0.04
838827 838819 0.04
838827 838825 0.04
838827 838843 0.08
838827 838891 0.04
838827 838895 0.08
838827 908731 0.08
838827 978602 0.04
838827 978603 0.08
838833 838705 0.08
838833 838801 0.08
838833 838817 0.08
838833 838897 0.08
838833 978609 0.08
838835 838707 0.08
838835 838801 0.08
