0.61    -8058.908799999953    6.493520355200152e7
0.62    -7553.606400000058    5.704988408960095e7
0.63    -8013.06399999998    6.4199440358400986e7
0.64    -7474.049600000007    5.585574164480065e7
0.65    -7953.333599999989    6.324744429120013e7
0.66    -7366.684000000035    5.4264856284801036e7
0.67    -7301.808000000065    5.331504853120105e7
0.68    -7221.290400000093    5.21481618592008e7
0.69    -7116.632800000065    5.0649756496000946e7
0.7    -7036.6200000000235    4.9522295580800585e7
0.71    -6908.496800000035    4.773869253440052e7
0.72    -7512.0696000000335    5.643638449600108e7
0.73    -7351.887200000045    5.4066200137600705e7
0.74    -7165.511200000055    5.136785959360065e7
0.75    -6872.846400000049    4.728893562880061e7
0.76    -4795.246399999979    2.3066481241599847e7
0.77    -4443.767199999949    1.9791857814399444e7
0.78    -4205.242399999908    1.771893289279929e7
0.79    -4044.4687999998946    1.638100406399929e7
0.8    -3906.4343999998873    1.5278381615999293e7
0.81    -3807.3239999999046    1.4515119881599355e7
0.82    -3713.639999999904    1.3806437356799405e7
0.83    -3608.81279999991    1.3038595001599442e7
0.84    -3533.059199999899    1.2495489100799501e7
0.85    -3469.368799999912    1.2050008841599572e7
0.86    -3387.652799999917    1.1487388595199505e7
0.87    -3332.606399999921    1.1117983769599492e7
0.88    -3273.0687999999236    1.0724183059199471e7
0.89    -3220.695999999922    1.0383744371199554e7
0.9    -3167.9455999999236    1.0045930047999619e7
0.741    -7144.020800000068    5.1064857881600775e7
0.742    -7101.843200000061    5.048455932160065e7
0.743    -7153.824800000064    5.120567001920054e7
0.744    -7048.648000000063    4.9733072332800575e7
0.745    -7031.0304000000315    4.949180265600064e7
0.746    -6980.103200000062    4.8764363939200774e7
0.747    -6973.052000000037    4.8680656355200574e7
0.748    -6943.180000000071    4.8263976182400756e7
0.749    -6841.349600000049    4.688414093120053e7
0.75    -6765.098400000044    4.585806208960069e7
0.751    -6888.039200000078    4.749205837760077e7
0.752    -6691.104000000043    4.489414138240064e7
0.753    -6761.591200000053    4.578421437760068e7
0.754    -5289.640000000016    2.8102878291200183e7
0.755    -5230.622400000026    2.748288759680034e7
0.756    -6341.829600000069    4.037121838400074e7
0.757    -4966.339999999995    2.478703680320011e7
0.758    -4955.139200000001    2.4661388563200094e7
0.759    -4838.236799999989    2.347981694719997e7
0.76    -4823.363999999989    2.335591225279995e7
0.761    -4742.395199999972    2.2559940447999813e7
0.762    -4838.144799999968    2.3484744918399926e7
0.763    -4610.126399999957    2.130294986879968e7
0.764    -4725.995999999978    2.2423060995199766e7
0.765    -4695.178399999977    2.2105289999999847e7
0.766    -4612.7471999999725    2.1341141299199708e7
0.767    -4570.876799999972    2.0941649715199515e7
0.768    -4483.894399999945    2.0147768723199468e7
0.769    -4489.592799999952    2.020458628799946e7
0.77    -4465.201599999941    1.9979912127999492e7
0.771    -4496.084799999948    2.028516359039958e7
0.772    -4449.156799999933    1.984599745919944e7
0.773    -4389.451999999931    1.9313545526399426e7
0.774    -4347.405599999928    1.8936927427199345e7
0.775    -4338.651999999937    1.886302253759941e7
