1.0    0.008000000000000122    -1.0000000000000007
2.0    0.05680000000000089    -1.0000000000000007
3.0    0.00480000000000005    -1.0000000000000007
4.0    -0.017599999999999852    -1.0000000000000007
5.0    -0.01839999999999975    -1.0000000000000007
6.0    -0.015199999999999943    -1.0000000000000007
7.0    -0.02719680000000055    -0.9999902040816334
8.0    -0.010395200000000071    -0.9999559183673477
9.0    -0.004008000000000059    -0.9998775510204089
10.0    -0.01839359999999977    -0.9996669387755106
11.0    0.004814400000000055    -0.9990159183673464
12.0    0.058380800000000024    -0.9976899999999981
13.0    0.008811199999999941    -0.9962222448979564
14.0    -0.012040000000000028    -0.993432040816322
15.0    0.013694400000000096    -0.9884455102040761
16.0    0.056305600000000046    -0.9835461224489738
17.0    -0.003995200000000034    -0.9774285714285685
18.0    -0.00966400000000005    -0.9657167346938768
19.0    0.03624479999999993    -0.9545500000000006
20.0    -0.015817599999999987    -0.9414532653061228
21.0    -0.0020112    -0.05547244897959178
22.0    -0.002870400000000003    -0.05171489795918369
23.0    -0.003388799999999998    -0.04847448979591831
24.0    0.004902399999999997    -0.0471651020408164
25.0    0.004428800000000001    -0.04407530612244901
26.0    -0.002004799999999999    -0.04185530612244904
27.0    -0.003198399999999997    -0.03978877551020414
28.0    -0.0038064000000000036    -0.037847755102040866
29.0    0.001022399999999997    -0.03697122448979595
