1.0  -1.0
0.9488  -0.8518367346938776
0.9408  -0.8322448979591837
0.9392  -0.8289795918367346
0.9296  -0.8030612244897959
0.9232  -0.7822448979591837
0.9264  -0.7906122448979592
0.9376  -0.8226530612244898
0.904  -0.7428571428571429
0.8992  -0.7259183673469388
0.912  -0.7546938775510204
0.912  -0.7538775510204082
0.9504  -0.8581632653061224
0.9328  -0.8091836734693878
0.9392  -0.8238775510204082
0.9488  -0.8524489795918367
0.92  -0.7783673469387755
0.9104  -0.7559183673469387
0.904  -0.740204081632653
0.9296  -0.7995918367346939
0.928  -0.7959183673469388
0.9472  -0.8506122448979592
0.9344  -0.8153061224489796
0.92  -0.7761224489795918
0.9168  -0.7671428571428571
0.9248  -0.7887755102040817
0.9232  -0.7844897959183673
0.9328  -0.81
0.9392  -0.8291836734693877
0.9264  -0.7940816326530612
0.9456  -0.8416326530612245
0.9344  -0.8118367346938775
0.9456  -0.8461224489795919
0.9168  -0.7724489795918368
0.896  -0.7161224489795919
0.9216  -0.7822448979591837
0.944  -0.8412244897959184
0.944  -0.8371428571428572
0.928  -0.7953061224489796
0.9072  -0.7461224489795918
0.8992  -0.7246938775510204
0.9344  -0.8122448979591836
0.9456  -0.8473469387755102
0.9248  -0.7920408163265306
0.9168  -0.7710204081632653
0.9216  -0.7818367346938776
0.9072  -0.7479591836734694
0.9136  -0.7614285714285715
0.9232  -0.7853061224489796
0.9312  -0.8040816326530612
0.9152  -0.7636734693877552
0.9152  -0.763061224489796
0.9104  -0.7551020408163265
0.9216  -0.78
0.8864  -0.703265306122449
0.9152  -0.7693877551020408
0.9232  -0.7830612244897959
0.9216  -0.7840816326530612
0.9232  -0.7826530612244897
0.8848  -0.6944897959183673
0.8928  -0.7104081632653061
0.9072  -0.7510204081632653
0.9136  -0.7571428571428571
0.9072  -0.746734693877551
0.9104  -0.7583673469387755
0.8944  -0.7159183673469388
0.9392  -0.8275510204081633
0.9072  -0.7487755102040816
0.9152  -0.7646938775510204
