0.730200    -1.611998    0.014266    17.881928    0.170917
0.730400    -1.610601    0.014254    17.965063    0.175879
0.730600    -1.779471    0.015747    11.998146    0.103835
0.730800    -1.608580    0.014236    18.304940    0.173309
0.731000    -1.606517    0.014218    18.676469    0.179074
0.731200    -1.777063    0.015726    12.252797    0.105249
0.731400    -1.604586    0.014202    18.658347    0.188985
0.731600    -1.603095    0.014188    19.040657    0.182325
0.731800    -1.601719    0.014176    19.063785    0.192160
0.732000    -1.773708    0.015696    12.646109    0.109693
0.732200    -1.599404    0.014156    19.274471    0.183988
0.732400    -1.598159    0.014144    19.448817    0.192860
0.732600    -1.597233    0.014136    19.645384    0.194896
0.732800    -1.595212    0.014118    19.828779    0.188302
0.733000    -1.769369    0.015658    13.125637    0.116065
0.733200    -1.592632    0.014096    20.091036    0.194491
0.733400    -1.591247    0.014084    20.348731    0.205210
0.733600    -1.766801    0.015635    13.395337    0.116509
0.733800    -1.588643    0.014060    20.728373    0.209312
0.734000    -1.587404    0.014049    20.679899    0.201217
0.734200    -1.585633    0.014034    21.163920    0.212831
0.734400    -1.763228    0.015604    13.852942    0.121862
0.734600    -1.582881    0.014010    21.488955    0.214674
0.734800    -1.581592    0.013998    21.587640    0.222530
0.735000    -1.580724    0.013990    21.821341    0.224496
0.735200    -1.759248    0.015569    14.309478    0.130324
0.735400    -1.576986    0.013958    22.324302    0.229680
0.735600    -1.757688    0.015555    14.389831    0.128406
0.735800    -1.700827    0.016996    17.947528    1.010855
0.736000    -1.755524    0.015536    14.741267    0.130596
0.736200    -1.570682    0.013903    23.338858    0.263230
0.736400    -1.753572    0.015518    14.994974    0.134792
0.736600    -1.568167    0.013880    23.294594    0.239625
0.736800    -1.566225    0.013863    24.012493    0.259448
0.737000    -1.564791    0.013850    23.974874    0.251207
0.737200    -1.563997    0.013843    23.981977    0.246123
0.737400    -1.561819    0.013824    24.538136    0.258780
0.737600    -1.559520    0.013803    24.723427    0.256910
0.737800    -1.746503    0.015456    15.853111    0.142218
0.738000    -1.745386    0.015446    16.020367    0.146058
0.738200    -1.568813    0.014659    25.879052    1.167089
0.738400    -1.629871    0.016928    22.150242    0.517778
0.738600    -1.694376    0.016873    19.721729    0.987090
0.738800    -1.549142    0.013713    26.470213    0.280859
0.739000    -1.548041    0.013703    26.355850    0.289283
0.739200    -1.738649    0.015386    16.970450    0.156527
0.739400    -1.737462    0.015376    17.173700    0.160328
0.739600    -1.705638    0.016520    19.036529    0.423279
0.739800    -1.735512    0.015359    17.443535    0.168464
0.740000    -1.734313    0.015348    17.494370    0.164032
0.740200    -1.732815    0.015335    17.924180    0.168386
0.740400    -1.697107    0.016590    19.790740    0.417696
0.740600    -1.631586    0.017162    24.266792    1.079983
0.740800    -1.678203    0.016965    21.306679    0.527011
0.741000    -1.727793    0.015291    18.715999    0.179671
0.741200    -1.658787    0.017165    23.516465    1.215613
0.741400    -1.725656    0.015272    18.995275    0.182648
0.741600    -1.724291    0.015260    19.244365    0.186707
0.741800    -1.688098    0.016563    22.094858    1.032464
0.742000    -1.648161    0.017261    24.412993    0.762377
0.742200    -1.564482    0.016044    30.022563    1.162191
0.742400    -1.689072    0.016395    22.821186    1.228171
0.742600    -1.705892    0.015754    22.376203    1.473436
0.742800    -1.716224    0.015188    20.573494    0.206272
0.743000    -1.618656    0.017300    28.126427    1.510911
0.743200    -1.533869    0.015137    33.517888    1.050777
0.743400    -1.689804    0.016140    23.792921    1.304211
0.743600    -1.710892    0.015141    21.360789    0.212305
0.743800    -1.709307    0.015127    21.782103    0.215449
0.744000    -1.665627    0.016778    26.057739    1.363254
0.744200    -1.680663    0.016231    25.618077    1.567884
0.744400    -1.701136    0.015300    23.090520    0.432329
0.744600    -1.602540    0.017412    30.493414    1.148278
0.744800    -1.701919    0.015062    23.232042    0.239484
0.745000    -1.694681    0.015357    24.341674    0.544525
0.745200    -1.698813    0.015035    23.839556    0.248676
0.745400    -1.696728    0.015017    24.413424    0.269273
0.745600    -1.695764    0.015008    24.498896    0.257725
0.745800    -1.689658    0.015215    26.038623    0.877037
0.746000    -1.692342    0.014978    24.989111    0.265554
0.746200    -1.673319    0.015788    27.880973    1.262384
0.746400    -1.688587    0.014945    26.032479    0.274133
0.746600    -1.678930    0.015378    27.598754    0.669255
0.746800    -1.685222    0.014916    26.453293    0.305139
0.747000    -1.683561    0.014900    27.174759    0.297829
0.747200    -1.681274    0.014880    28.031104    0.312235
0.747400    -1.679968    0.014869    28.010893    0.328204
0.747600    -1.677631    0.014848    28.833760    0.328497
0.747800    -1.676197    0.014835    28.814557    0.315786
0.748000    -1.673372    0.014811    29.856844    0.343210
0.748200    -1.671802    0.014797    30.103520    0.363877
0.748400    -1.669897    0.014780    30.724236    0.354423
0.748600    -1.667258    0.014758    31.588546    0.389008
0.748800    -1.665599    0.014742    32.022442    0.385816
0.749000    -1.663771    0.014727    32.132047    0.386400
0.749200    -1.661079    0.014703    33.128554    0.407511
0.749400    -1.655960    0.014798    35.434234    0.879971
0.749600    -1.656863    0.014666    34.689182    0.454833
0.749800    -1.654036    0.014642    36.011796    0.582177
0.750000    -1.651389    0.014618    36.715864    0.510971
0.750200    -1.650023    0.014607    37.254188    0.513546
0.750400    -1.643641    0.014753    40.009368    1.650995
0.750600    -1.642544    0.014671    40.265600    1.543415
0.750800    -1.641686    0.014534    40.010667    0.614880
0.751000    -1.638674    0.014508    41.657794    0.687770
0.751200    -1.636803    0.014493    41.257752    0.635790
0.751400    -1.634083    0.014468    43.176955    0.811316
0.751600    -1.630813    0.014441    45.076719    1.044918
0.751800    -1.626991    0.014439    47.216679    1.780782
0.752000    -1.621821    0.014494    51.609452    3.069052
0.752200    -1.620337    0.014348    49.169665    0.850865
0.752400    -1.615126    0.014463    52.973765    1.822864
0.752600    -1.609534    0.014590    55.396542    2.686675
0.752800    -1.602223    0.014721    59.045909    3.133674
0.753000    -1.604347    0.014399    57.255031    1.391084
0.753200    -1.601002    0.014285    62.831792    3.048461
0.753400    -1.595807    0.014359    63.919194    2.223268
0.753600    -1.572615    0.015108    85.127297    5.574873
0.753800    -1.587529    0.014266    70.202413    3.357110
0.754000    -1.571084    0.014747    83.759077    5.204379
0.754200    -1.566665    0.014498    93.383955    5.066419
0.754400    -1.558778    0.014550    102.529627    6.520147
0.754600    -1.535838    0.015194    115.206355    6.939973
0.754800    -1.510868    0.015709    126.953929    7.131989
0.755000    -1.507051    0.015313    143.690535    7.391652
0.755200    -1.506434    0.014648    161.550869    7.838635
0.755400    -1.502711    0.015222    136.461310    6.750762
0.755600    -1.448127    0.015694    173.561180    7.982909
0.755800    -1.456183    0.015694    162.566261    7.826786
0.756000    -1.445176    0.014838    197.558290    7.453369
0.756200    -1.412998    0.015113    192.877976    7.774972
0.756400    -1.389255    0.015001    187.299982    7.527020
0.756600    -1.390996    0.014727    204.673565    7.296073
0.756800    -1.365155    0.014527    187.806800    7.401165
0.757000    -1.344568    0.013775    193.690963    6.778716
0.757200    -1.334993    0.013670    197.456766    7.625169
0.757400    -1.315967    0.013356    179.030775    7.587109
0.757600    -1.293456    0.012761    165.563836    7.768872
0.757800    -1.282625    0.012426    153.854062    7.060866
0.758000    -1.275950    0.012638    151.588170    8.045792
0.758200    -1.258919    0.011766    135.425043    7.188758
0.758400    -1.245835    0.011510    123.424693    6.470705
0.758600    -1.245531    0.011631    122.073676    6.325717
0.758800    -1.229867    0.011182    101.390453    5.298574
0.759000    -1.227908    0.011137    107.464843    5.416186
0.759200    -1.221214    0.011157    92.931518    5.085995
0.759400    -1.213034    0.010891    85.256719    4.051131
0.759600    -1.205161    0.010788    72.144491    3.201446
0.759800    -1.200034    0.010747    69.997760    3.349318
0.760000    -1.198256    0.010741    70.470233    3.398471
0.760200    -1.191951    0.010639    61.665159    2.971645
0.760400    -1.189412    0.010593    60.896771    2.450277
0.760600    -1.184009    0.010542    56.339231    2.282607
0.760800    -1.181298    0.010517    54.947752    1.969547
0.761000    -1.177701    0.010474    53.915132    2.234649
0.761200    -1.172644    0.010408    49.502508    1.554866
0.761400    -1.170393    0.010385    47.122363    1.496277
0.761600    -1.165884    0.010336    43.890427    0.894436
0.761800    -1.164332    0.010333    44.917834    1.375268
0.762000    -1.160391    0.010289    42.226881    1.095430
0.762200    -1.157005    0.010252    40.511003    0.828934
0.762400    -1.154979    0.010240    39.843731    0.802565
0.762600    -1.152857    0.010218    38.903683    0.784527
0.762800    -1.150194    0.010192    38.089419    0.743996
0.763000    -1.147670    0.010166    37.408727    0.791610
0.763200    -1.145281    0.010149    36.960977    0.743646
0.763400    -1.142819    0.010124    35.316314    0.597452
0.763600    -1.141210    0.010112    34.796092    0.561269
0.763800    -1.138856    0.010087    33.884556    0.537960
0.764000    -1.135795    0.010059    33.337928    0.469769
0.764200    -1.134170    0.010045    32.500899    0.433976
0.764400    -1.131690    0.010024    32.247260    0.503019
0.764600    -1.128817    0.009997    31.612878    0.459073
0.764800    -1.127026    0.009980    30.604292    0.377571
0.765000    -1.125633    0.009967    30.550598    0.388609
0.765200    -1.122327    0.009939    29.263494    0.355002
0.765400    -1.121639    0.009931    29.194180    0.355574
0.765600    -1.118940    0.009907    28.853467    0.332965
0.765800    -1.117264    0.009894    28.330181    0.367967
0.766000    -1.115729    0.009878    28.065334    0.310208
0.766200    -1.113708    0.009860    27.413149    0.305616
0.766400    -1.111789    0.009843    27.204896    0.312690
0.766600    -1.110390    0.009830    27.160633    0.305735
0.766800    -1.108002    0.009812    26.322893    0.315804
0.767000    -1.106213    0.009794    25.880682    0.293508
0.767200    -1.104675    0.009780    25.660789    0.274997
0.767400    -1.103241    0.009767    25.533328    0.283316
0.767600    -1.101172    0.009749    24.951150    0.286740
0.767800    -1.100069    0.009739    24.932371    0.282256
0.768000    -1.098460    0.009724    24.335485    0.262719
0.768200    -1.096230    0.009705    24.104449    0.257565
0.768400    -1.095507    0.009698    24.051447    0.253763
0.768600    -1.093119    0.009676    23.386643    0.246861
0.768800    -1.091560    0.009663    22.968406    0.242444
0.769000    -1.090179    0.009650    23.093563    0.243294
0.769200    -1.088520    0.009636    22.734489    0.233499
0.769400    -1.087412    0.009626    22.677609    0.233122
0.769600    -1.085783    0.009611    22.238438    0.229172
0.769800    -1.084024    0.009595    21.918814    0.226015
0.770000    -1.082605    0.009583    21.832337    0.230994
0.770200    -1.081293    0.009572    21.719900    0.228850
0.770400    -1.079566    0.009556    21.424629    0.223326
0.770600    -1.077956    0.009541    20.790263    0.208933
0.770800    -1.077066    0.009534    20.826614    0.204922
0.771000    -1.075399    0.009519    20.575514    0.210858
0.771200    -1.074009    0.009507    20.346448    0.204930
0.771400    -1.072409    0.009492    20.320799    0.214642
0.771600    -1.071268    0.009482    20.089688    0.201631
0.771800    -1.070174    0.009473    19.858059    0.194786
0.772000    -1.069083    0.009463    19.957309    0.209994
0.772200    -1.067343    0.009448    19.462349    0.192872
0.772400    -1.066339    0.009438    19.302353    0.189110
0.772600    -1.064459    0.009422    18.964862    0.184686
0.772800    -1.063710    0.009415    19.170410    0.186190
0.773000    -1.062526    0.009404    18.918484    0.181134
0.773200    -1.061293    0.009393    18.616031    0.180383
0.773400    -1.059750    0.009380    18.675382    0.183459
0.773600    -1.058992    0.009373    18.433117    0.185593
0.773800    -1.057361    0.009358    18.160979    0.175741
0.774000    -1.056251    0.009349    18.037788    0.174978
0.774200    -1.055053    0.009338    17.784013    0.173607
0.774400    -1.053658    0.009325    17.658017    0.166830
0.774600    -1.052768    0.009318    17.617317    0.174187
0.774800    -1.051532    0.009307    17.493374    0.170478
0.775000    -1.050353    0.009296    17.330168    0.167072
0.775200    -1.049121    0.009286    17.162222    0.170231
0.775400    -1.048137    0.009277    17.028377    0.166312
0.775600    -1.046828    0.009265    16.859679    0.164352
0.775800    -1.045939    0.009257    16.741213    0.158623
0.776000    -1.044358    0.009243    16.677339    0.157402
0.776200    -1.043305    0.009234    16.554614    0.159496
0.776400    -1.042298    0.009225    16.430132    0.153107
0.776600    -1.041204    0.009215    16.146129    0.151294
0.776800    -1.040316    0.009208    16.175407    0.151978
