4 3 0 0.26995 3 0.73005 1
6 7 0 0.28732 7 0.71268 1
8 15 0 0.30164 15 0.69836 1
10 31 0 0.31307 31 0.68693 1
12 63 0 0.32411 63 0.67589 1
14 127 0 0.33271 127 0.66729 1
