50 0 0.01104 0.0031166 0 0
50 0.01 0.05128 0.0101063 0 0
50 0.02 0.02296 0.00563451 0 0
50 0.03 0.0788 0.0243187 0 0
50 0.04 0.07704 0.0235052 0 0
50 0.05 0.08744 0.0219805 0 0
50 0.06 0.0908 0.0258863 0 0
50 0.07 0.26728 0.0610172 0.05 0.05
50 0.08 0.3396 0.0696041 0.05 0.05
50 0.09 0.52448 0.083293 0.2 0.0917663
50 0.1 0.52032 0.0664327 0.05 0.05
50 0.11 0.7604 0.0647939 0.3 0.105131
50 0.12 0.83744 0.030937 0.25 0.0993399
50 0.13 0.84632 0.0533431 0.45 0.114133
50 0.14 0.89136 0.0440103 0.55 0.114133
50 0.15 0.92776 0.020648 0.5 0.114708
50 0.16 0.97664 0.00990287 0.75 0.0993399
50 0.17 0.97272 0.0101879 0.7 0.105131
50 0.18 0.98824 0.00642236 0.85 0.0819178
50 0.19 0.99608 0.00392 0.95 0.05
50 0.2 0.98448 0.00904211 0.85 0.0819178
50 0.21 0.99216 0.00539586 0.9 0.0688247
50 0.22 0.99216 0.00539586 0.9 0.0688247
50 0.23 0.99608 0.00392 0.95 0.05
50 0.24 1 0 1 0
50 0.25 1 0 1 0
50 0.26 1 0 1 0
50 0.27 1 0 1 0
50 0.28 0.99216 0.00539586 0.9 0.0688247
50 0.29 1 0 1 0
50 0.3 1 0 1 0
50 0.31 1 0 1 0
50 0.32 1 0 1 0
50 0.33 1 0 1 0
50 0.34 1 0 1 0
50 0.35 1 0 1 0
50 0.36 1 0 1 0
50 0.37 1 0 1 0
50 0.38 1 0 1 0
50 0.39 1 0 1 0
50 0.4 1 0 1 0
50 0.41 1 0 1 0
50 0.42 1 0 1 0
50 0.43 1 0 1 0
50 0.44 1 0 1 0
50 0.45 1 0 1 0
50 0.46 1 0 1 0
50 0.47 1 0 1 0
50 0.48 1 0 1 0
50 0.49 1 0 1 0
50 0.5 1 0 1 0
50 0.51 1 0 1 0
50 0.52 1 0 1 0
50 0.53 1 0 1 0
50 0.54 1 0 1 0
50 0.55 1 0 1 0
50 0.56 1 0 1 0
50 0.57 1 0 1 0
50 0.58 1 0 1 0
50 0.59 1 0 1 0
50 0.6 1 0 1 0
50 0.61 1 0 1 0
50 0.62 1 0 1 0
50 0.63 1 0 1 0
50 0.64 1 0 1 0
50 0.65 1 0 1 0
50 0.66 1 0 1 0
50 0.67 1 0 1 0
50 0.68 1 0 1 0
50 0.69 1 0 1 0
50 0.7 1 0 1 0
50 0.71 1 0 1 0
50 0.72 1 0 1 0
50 0.73 1 0 1 0
50 0.74 1 0 1 0
50 0.75 1 0 1 0
50 0.76 1 0 1 0
50 0.77 1 0 1 0
50 0.78 1 0 1 0
50 0.79 1 0 1 0
50 0.8 1 0 1 0
50 0.81 1 0 1 0
50 0.82 1 0 1 0
50 0.83 1 0 1 0
50 0.84 1 0 1 0
50 0.85 1 0 1 0
50 0.86 1 0 1 0
50 0.87 1 0 1 0
50 0.88 1 0 1 0
50 0.89 1 0 1 0
50 0.9 1 0 1 0
50 0.91 1 0 1 0
50 0.92 1 0 1 0
50 0.93 1 0 1 0
50 0.94 1 0 1 0
50 0.95 1 0 1 0
50 0.96 1 0 1 0
50 0.97 1 0 1 0
50 0.98 1 0 1 0
50 0.99 1 0 1 0
50 1 1 0 1 0
