L4 0.405383 0.00016218 L1 0.404334 0.00090422
L4 0.399164 9.72651e-05 L2 0.368309 0.00096349
L4 0.405086 0.000122375 L3 0.408551 0.000788573
L4 0.404624 0.000111969 L4 0.403863 0.000837141
L4 0.399171 0.000143018 L5 0.371233 0.00107536
L4 0.385127 0.000187796 L6 0.293103 0.00095263
L4 0.403451 0.000100614 L7 0.399763 0.000785566
L4 0.374525 0.000149558 L8 0.284727 0.000851391
